order,text,rating,product
799,Uhr ist Leider nach kurzer Zeit kaputt gegangen,2.0 out of 5 stars,Fitbit FB507BKBK Versa
801,"The media could not be loaded.
                
            
                
            
        
    
    










  
  
    
   It is not durable in 4 month it's screen came out
Where is the service station
I can't find it in Jaipur",5.0 out of 5 stars,Fitbit FB507BKBK Versa
802,Für mich als 89jähriger gut zuerkennen.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
803,Excellent product much better than my charge 2,5.0 out of 5 stars,Fitbit FB507BKBK Versa
807,Always wanted one not disappointed! Brilliant watch/ Fitbit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
816,Good sleep tracking battery life and alexa.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
817,brilliant!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
820,"Returned mine as I couldn't get it to receive notifications from my iPhone and for some reason, there was a delay of an hour or so when it tracked my sleep.  Disappointing.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
822,"Hi,

I am getting red mark on my wrist . Watch is very uncomfortable to wear ... my skin start getting icchy and buring if i wear for a longer time ...this was suppose to wear for longer hours but how some one will do that if in sometime skin start getting buring sensation or irritation ?",1.0 out of 5 stars,Fitbit FB507BKBK Versa
829,Received an empty box. Very disappointed.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
831,Uhr ging nach wenigen Stunden wieder zurück... komplett Schrott :-(,1.0 out of 5 stars,Fitbit FB507BKBK Versa
832,"Schlaf wird sehr gut analysiert . Alexa kann nur schreiben , und nicht sprechen . Also , ist kein  Sprachasistent  da.",2.0 out of 5 stars,Fitbit FB507BKBK Versa
834,Love this- upgraded my charge hr and glad I did! The Fitbit pay works so well and the alarm feature is so much better,5.0 out of 5 stars,Fitbit FB507BKBK Versa
836,For Xmas gift for my daughter,5.0 out of 5 stars,Fitbit FB507BKBK Versa
843,Complete wastage of money. It is totally  dead within 20 days of its purchase.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
850,It’s not even a year since I bought this Fitbit is already has a scream that is detaching from the band. It’s not worth the price. It’s a lemon and don’t buy it.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
854,This progdhd,3.0 out of 5 stars,Fitbit FB507BKBK Versa
861,"Queda muy bien, me encantó",5.0 out of 5 stars,Fitbit FB507BKBK Versa
862,Mobile App leicht mit dem Handy zu verbinden und auch sehr verständlich.  Der Touchscreen ist ganz easy und funktioniert 1 a,5.0 out of 5 stars,Fitbit FB507BKBK Versa
864,I love the shape  and style  but find the app very  confusing,4.0 out of 5 stars,Fitbit FB507BKBK Versa
865,Muy bonito y bastante intuitivo. Me gustó,5.0 out of 5 stars,Fitbit FB507BKBK Versa
866,"regalo per mia moglie, soddisfattissima",5.0 out of 5 stars,Fitbit FB507BKBK Versa
873,"Svolge il suo compito bene.
Utile per lo sport.
Valido per il battito cardiaco.
Male per il collegamento  wi fi.non funziona.",3.0 out of 5 stars,Fitbit FB507BKBK Versa
886,Bad.,1.0 out of 5 stars,Fitbit FB507BKBK Versa
889,Orologio con molte potenzialità che devo ancora capire tutte,5.0 out of 5 stars,Fitbit FB507BKBK Versa
894,Long battery life. Clear bright screen and brilliant sleep tracking. Highly recommend,5.0 out of 5 stars,Fitbit FB507BKBK Versa
895,"Fairly easy to learn to use, though the apps and downloads have to be checked carefully as many have to be paid for",5.0 out of 5 stars,Fitbit FB507BKBK Versa
896,"Taken me a few weeks to get used to it but now I've had it a few weeks, feel like I'll have it forever! The battery life is great and I feel the readings are pretty accurate. Only downside is that there is a Fitbit premium, but there isn't anything on there worth paying for!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
898,Fantastic fit bit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
899,Very good watch enjoying it. Special Thanks to delivering the product after raising the issue with delivery,5.0 out of 5 stars,Fitbit FB507BKBK Versa
902,"So this versa is great for me
I don’t exercise as such but dog walk
I like the sleep mode to see my quality of sleep
I like the find the phone mode
The agenda mode
And the relax mode",5.0 out of 5 stars,Fitbit FB507BKBK Versa
904,The Bluetooth is not working... can't get it to connect to my phone,1.0 out of 5 stars,Fitbit FB507BKBK Versa
905,"Amazing watch, love all but the fact adding payment options in Canada was a bit picky so that was annoying as wanted to use watch to tap, didn't like band but got nice metal one for just under 20.00, but app and watch pretty accurate and still don't know all the perks yet but love it and even get a three pack of watch screen savers for the face of watch for 10.00 and already have to replace one which saved a scratch or maybe crack on screen so well worth it and watch is great 👍",5.0 out of 5 stars,Fitbit FB507BKBK Versa
907,"horrible, slow and very few apps available.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
911,Fantastic and all rounder band. It's all in one.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
914,I like everything in this product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
919,Good product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
921,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
926,Lack of an integrated GPS is a big con and the touch screen is a little sluggish and slow. A lot of improvement needs to be done in the app as well.,2.0 out of 5 stars,Fitbit FB507BKBK Versa
927,Excellent product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
928,Me ha gustado todo,5.0 out of 5 stars,Fitbit FB507BKBK Versa
931,Done not work with one plus 6.. very annoying,1.0 out of 5 stars,Fitbit FB507BKBK Versa
935,Super,5.0 out of 5 stars,Fitbit FB507BKBK Versa
937,"If you ever disconnect your phone from the device for sure sync problems occur.
I am really disappointed from this because the app looks nice, the watch is pretty cool, if all together runs harmonious, it would be great.
But this sync problem isn't a little thing. On a day to day basis while just using the watch without the app it would be okaaaay and okay is not enough for this price.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
940,This smartwatch is too good wrt both look wise and the health data wise.,4.0 out of 5 stars,Fitbit FB507BKBK Versa
941,"So far so good, only had a few days, but happy so far for what I need.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
943,Simple and easy to use and enough data collecting information for what I need.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
944,"Fitbit is the worst product i have ever ordered from Amazon, It not even started.
When we did the Unboxing and tried to start the Watch. It was not starting. LOL

Btw Thanks Fitbit, You taught me that we should not prefer Unknown Brands. On the Very First day watch was not working. So on the same day I ordered Galaxy Active 2.

All Thanks to Fitbit that I am using much better watch than Fitbit.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
949,"This is so good looking, comfortable and a fantastic bit of kit so glad I chose it. Very very happy",5.0 out of 5 stars,Fitbit FB507BKBK Versa
950,lovely item ... very pleased,5.0 out of 5 stars,Fitbit FB507BKBK Versa
953,Kann ich nur Empfehlen und super schnelle Lieferung.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
954,easy to set up,5.0 out of 5 stars,Fitbit FB507BKBK Versa
960,Love this keeps me accountable,5.0 out of 5 stars,Fitbit FB507BKBK Versa
961,"Ottimo prodotto. Fitbit e' una garanzia per gli sportivi come me. Fantastiche le funzioni per la registrazione delle varie fasi di allenamento, monitor costante di battito cardiaco, calorie e passi. Per la misurazione dell'ossigeno nel sangue, occorre scaricare un quadrante - gratuito - ed indossare l'orologio di notte. Motivo per il quale ho dato 4 stelle e non 5: non amo indossare l'orologio mentre dormo.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
964,Good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
965,"Great watch, lightweight and battery lasts 5 to 6 days.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
970,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
973,The product have issue in syncing with the fitbit app. Always it says notification service not running. Eventhough I reinstalled it says the same,3.0 out of 5 stars,Fitbit FB507BKBK Versa
974,Minderwertige Qualität - Farbe blättert ab,1.0 out of 5 stars,Fitbit FB507BKBK Versa
978,I bought this as a gift for my daughter and she’s delighted with it and even sleeps with it on her wrist,5.0 out of 5 stars,Fitbit FB507BKBK Versa
979,No venia bien colocado en su caja y un golpe se llevó.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
980,I bought this Fitbit as the face was a lot bigger than my previous one. I am delighted with it.,5.0 out of 5 stars,Fitbit FB507BKBK Versa
984,"Very uset friendly
Love the swimming app",5.0 out of 5 stars,Fitbit FB507BKBK Versa
988,"Worst product, Not accuracy. While I'm traveling on my car, automatically calculating the steps.",1.0 out of 5 stars,Fitbit FB507BKBK Versa
991,Very happy with it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
992,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
996,"Lovely looking watch, but very disappointing as Alexa has no voice, can accept calls but can’t speak have to use phone, straps very difficult to change, my daughter who’s 12 also had one, we were so disappointed we sent both back, I now have the Apple Watch 5, which is truly amazing",1.0 out of 5 stars,Fitbit FB507BKBK Versa
999,Unico difetto riscontrato ma penso dipenda dal mio telefono ogni tanto perde le autorizzazioni alle notifiche,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1000,Display problem with in 3 months,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1006,Product is good but call notification was not working properly...,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1014,Nice look!!,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1025,Don't recommend,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1026,"The app is not so much intuitive but if you really looking for something you will find. I think that it's a good smartwatch but if you are just looking for a sleeping tracking, heart hate and daily step, go to Xiaomi Mi Band 4 (It's cheaper than FitBit  and I already had and I bought FitBit versa 2 for a upgrade).",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1027,"The item is great just what I wanted , and paying at the tills is great not having to get your card out",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1030,"Good all rounder, value for money and has everything you need for exercise and healthy living.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1036,Great watch for what I use it. The battery lasts for 7days,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1042,"Great product! So light to wear , easy to use , very accurate data and just loving it!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1045,"Utter failure. I ordered for a white fitbit, I was delivered with a rose coloured fitbit. This fitbit is supposedly for my son, now he is unable to use it. I want to return it but it is really is a hassle, epic fail!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
1046,Gut,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1051,Purchased for a gift,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1052,N a tenu qu un an je galere pour faire valoir la garantie de 2 ans..je deconseille,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1053,Vielseitige Funktion top Lieferzeit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1057,"Easy to set up, accurate, excellent watch++++",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1071,Great little piece of kit,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1072,"Efficient, really happy with this watch. Delivery was fast too!",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1073,Very great product,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1077,Great item,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1079,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1080,Great so far,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1084,Buon prodotto facile da usare unica pecca si scollega facilmente e consuma la batteria del telefono con il Bluetooth,4.0 out of 5 stars,Fitbit FB507BKBK Versa
1090,One needs to keep purchasing all that is needed to use this tracker.  Plus no gps. Not really liking this product,2.0 out of 5 stars,Fitbit FB507BKBK Versa
1094,Love it,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1095,Reliable (and good-looking) gadget - I used to use a small Fitbit tracker but now wanted something with a bigger display that can handle more than just tracking and this is perfect,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1097,All good and better then before,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1102,Has everything that I need,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1106,"Un buen reloj, lo compre para regalo y quedo encaantada con el....",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1107,Confiable amigable excelente funcionalidad. Compacto. Bateria dura varios dias con uso complejo gps,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1111,Loved it at first it stopped working after 6 months had a replacement now the side button has stopped working too dissatisfied,1.0 out of 5 stars,Fitbit FB507BKBK Versa
1112,I get a rash when using,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1114,Very good,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1116,Stopped working after 6 months. On to replacement which was delivered without too much fuss - see how long the replacement lasts.,3.0 out of 5 stars,Fitbit FB507BKBK Versa
1119,Exelent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1121,"Prodotto ottimo, lo consiglio. Proprio quello che cercavo.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1124,"Eine sehr gute Preis-Leistung,  gute Verarbeitung und einfache Handhabung.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1126,Il cinturino subito cambiato appiccicoso !!,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1129,"Ist der preis wert, tolle uhr und funktioniert sehr gut",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1139,Excellent,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1151,"Battery charger of watch is not connecting with it properly.
After so many attempts may be it will detect.",4.0 out of 5 stars,Fitbit FB507BKBK Versa
1153,Love my fit bit versa 2 the battery kept drainning all the time but i dimmed everything down and it lasts 6 days brill,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1159,"unfortunately i had to return this product as it was a gift,which was not appreciated. so cant really say how good or bad it is.",5.0 out of 5 stars,Fitbit FB507BKBK Versa
1160,Perfecto! Siempre dudaba en comprarlo pero ha sido una gran elección,5.0 out of 5 stars,Fitbit FB507BKBK Versa
1163,"Absolutley rubbish delivery....driver left this and a number of other items on my doorstep in full view of a busy road!! This item is nearly £200!
I even have ""leave with a neighbour"" on my delivery info.... very angry! Something needs to be done about this!",1.0 out of 5 stars,Fitbit FB507BKBK Versa
